14238667,11/04/2013,19:20:00,Trespass,Unknown/Not Available
14210592,09/21/2013,17:56:00,Disorderly Conduct,Unknown/Not Available
14061423,01/18/2013,06:21:00,"Assault, Simple",Unknown/Not Available
14067100,01/28/2013,00:30:00,Runaway,Unknown/Not Available
14202737,09/09/2013,20:52:00,Disorderly Conduct,Unknown/Not Available
14103290,03/25/2013,15:17:00,Burglary,Unknown/Not Available
14207843,09/17/2013,21:06:00,Disorderly Conduct,Unknown/Not Available
14138031,05/28/2013,19:41:00,Runaway,Unknown/Not Available
14090795,02/24/2013,05:45:00,Arson,Unknown/Not Available
14087162,02/11/2013,10:35:00,Sex Offenses,Unknown/Not Available
14087118,02/11/2013,10:35:00,Sex Offenses,Unknown/Not Available
14061000,01/14/2013,19:50:00,"Assault, Simple",Unknown/Not Available
14255957,12/03/2013,21:57:00,"Assault, Simple",Unknown/Not Available
14117983,04/20/2013,23:09:00,Trespass,Unknown/Not Available
14210011,08/15/2013,16:09:00,Sex Offenses,Unknown/Not Available
14074595,02/09/2013,00:49:00,Runaway,Unknown/Not Available
14209633,09/19/2013,13:16:00,"Assault, Simple",Unknown/Not Available
14080622,02/18/2013,15:15:00,"Assault, Simple",Unknown/Not Available
14149150,06/15/2013,21:32:00,"Assault, Simple",Unknown/Not Available
14141742,06/03/2013,19:45:00,Disorderly Conduct,Unknown/Not Available
14193924,08/24/2013,22:16:00,Trespass,Unknown/Not Available
14057873,01/13/2013,19:25:00,Aggravated Assault,Unknown/Not Available
14250930,11/24/2013,07:30:00,Rape,Unknown/Not Available
14104552,02/18/2013,05:04:00,Arson,Unknown/Not Available
14205639,09/03/2013,22:06:00,Trespass,Unknown/Not Available
14266167,12/20/2013,20:59:00,Runaway,Unknown/Not Available
14109810,04/08/2013,12:09:00,Larceny,Unknown/Not Available
14146617,06/11/2013,10:18:00,Disorderly Conduct,Unknown/Not Available
14123847,05/03/2013,23:53:00,Disorderly Conduct,Unknown/Not Available
14161481,07/05/2013,23:41:00,Disorderly Conduct,Unknown/Not Available
14266712,12/22/2013,14:56:00,Runaway,Unknown/Not Available
14205682,09/13/2013,09:56:00,Runaway,Unknown/Not Available
14176048,07/29/2013,20:27:00,Runaway,Unknown/Not Available
14165747,07/02/2013,20:11:00,Sex Offenses,Unknown/Not Available
14145285,06/10/2013,20:00:00,Runaway,Unknown/Not Available
14216019,09/29/2013,19:28:00,"Assault, Simple",Unknown/Not Available
14109342,04/10/2013,08:35:00,Trespass,Unknown/Not Available
14211258,09/10/2013,22:50:00,Arson,Unknown/Not Available
14104561,03/26/2013,23:54:00,Disorderly Conduct,Unknown/Not Available
14133684,05/19/2013,22:45:00,Disorderly Conduct,Unknown/Not Available
14067722,01/28/2013,22:03:00,Runaway,Unknown/Not Available
14189713,08/19/2013,14:22:00,"Assault, Simple",Unknown/Not Available
14114439,04/18/2013,00:14:00,"Assault, Simple",Unknown/Not Available
14139367,05/24/2013,13:53:00,Fraud,"7300-7498 block of SE 112TH AVE, PORTLAND, OR 97266"
14222387,10/10/2013,08:07:00,Runaway,Unknown/Not Available
14204112,09/10/2013,14:41:00,Aggravated Assault,Unknown/Not Available
14207744,09/11/2013,14:00:00,Larceny,Unknown/Not Available
14251865,11/26/2013,16:15:00,Runaway,Unknown/Not Available
14091768,03/10/2013,21:47:00,Runaway,Unknown/Not Available
14085378,02/27/2013,19:36:00,Runaway,Unknown/Not Available
14121240,04/17/2013,09:43:00,Aggravated Assault,Unknown/Not Available
14099644,03/25/2013,12:32:00,Runaway,Unknown/Not Available
14178050,07/24/2013,13:50:00,Vandalism,Unknown/Not Available
14049737,01/01/2013,14:16:00,Vandalism,Unknown/Not Available
14089702,03/07/2013,00:35:00,Disorderly Conduct,Unknown/Not Available
14206381,09/14/2013,22:43:00,Runaway,Unknown/Not Available
14228645,10/18/2013,23:11:00,"Assault, Simple",Unknown/Not Available
14255228,12/03/2013,16:35:00,Runaway,Unknown/Not Available
14075621,02/10/2013,11:03:00,Aggravated Assault,Unknown/Not Available
14192872,08/23/2013,16:55:00,Disorderly Conduct,Unknown/Not Available
14123827,05/02/2013,17:14:00,Disorderly Conduct,Unknown/Not Available
14051126,01/04/2013,02:56:00,Disorderly Conduct,Unknown/Not Available
14221676,10/09/2013,19:39:00,Runaway,Unknown/Not Available
14135500,05/23/2013,18:29:00,Runaway,Unknown/Not Available
14244616,11/14/2013,10:05:00,"Assault, Simple",Unknown/Not Available
14088874,02/20/2013,20:51:00,Aggravated Assault,Unknown/Not Available
14122787,04/30/2013,09:14:00,Fraud,Unknown/Not Available
14054217,01/05/2013,21:53:00,Aggravated Assault,Unknown/Not Available
14185151,08/11/2013,23:51:00,"Assault, Simple",Unknown/Not Available
14119884,04/26/2013,13:17:00,"Assault, Simple",Unknown/Not Available
14119881,04/26/2013,13:17:00,Aggravated Assault,Unknown/Not Available
14093920,03/14/2013,01:23:00,"Assault, Simple",Unknown/Not Available
14131467,05/15/2013,23:41:00,"Assault, Simple",Unknown/Not Available
14147719,06/13/2013,00:47:00,Disorderly Conduct,Unknown/Not Available
14210337,09/20/2013,17:46:00,Disorderly Conduct,Unknown/Not Available
14232126,10/24/2013,15:25:00,Disorderly Conduct,Unknown/Not Available
